True_Equation,Predict_Equation,MSE,R^2,Relative Error
-x_2+tan(x_1**(-0.3855))+1.962,-x_2 + tan(x_1**(-0.385499999468472)) + 1.96199958312992,1.12E-11,1,3.10E-07
#NAME?,#NAME?,4.08E-09,1,2.47E-07
1.251*cos(1.598*(x_1+x_2-1.379)*exp(-x_2)),1.00401775040017*cos((x_1 - 1.63408062258399)*exp(-0.728268263369767*x_2)/x_2),0.372930408,0.523131371,1.297879934
cos(1.70100967291076*(x_1+x_2-1.302)*exp(-0.426*x_2)),sin((-1.38758197763924*x_1 - 0.811786149186846*x_2 + 0.224499561685238*(0.979646727010117*x_2 + 1)**2 + 0.63923636266499)/x_2),0.390450507,0.271310747,1.600102544
cos((x_1+x_2)*exp(-x_2)),cos((x_1 + x_2)*exp(-x_2)),2.78E-05,0.999943912,0.030737258
cos(0.166*(x_1+x_2)*exp(-0.024*x_2)),cos(sin(0.0282718697232828*x_1*(x_2 + 0.0262623620598212)) + 1.07249648136892),0.095231086,0.720073521,1.287481666
cos((x_1+x_2+0.881)*exp(-x_2)),cos((x_1 + x_2 + 0.88014799746896)*exp(-x_2)),0.106688887,0.800762177,0.46662885
cos((x_1+x_2)*exp(-x_2)),cos((x_1 + x_2)*exp(-x_2)),3.46E-05,0.999933302,0.002900711
cos(1.064*(1.225*x_1+x_2)*exp(-1.123*x_2)),cos((1.36690720477391*x_1 + 0.472373054250179*x_2)*exp(-x_2)),0.235981852,0.484170854,1.139468789
cos((-0.332*x_1+x_2)*exp(-x_2))-0.267,cos((0.337177574958849*x_1 - x_2)*exp(-x_2)) - 0.286737374269848,0.217223287,0.556981444,0.687511444
x_1/sin(x_2*(-1.974*x_1+x_2)),x_1/sin(x_2*(-0.491469354509315*x_1 + 0.257377035775089*x_1/x_2)),57537.01563,0.678200662,2.109372139
#NAME?,x_1/cos(x_1 + 1.86271433961857 - (2.97277616931826*x_1 - 2.96001081295113*x_2)/(x_1 + 0.273847157086407)),1380.099243,0.989180803,1.576402307
x_1/sin(x_2*(x_1+x_2)),x_1/cos(0.239879276177124*x_1 - (1.51976088353472*x_1 + 2.57799015934548*x_2)/(x_1 + 1.16895966734743)),535.4428711,0.460311949,1.700377822
x_1/sin(x_2*(x_1+x_2)),x_1/cos(-x_1 + x_2*(x_1 - 0.459515429554798) + 1.08463951932406),760.6954956,0.456823409,1.271145821
x_1/sin(x_2*(x_1+x_2)),#NAME?,2200.461426,0.987258255,1.817854285
(x_1-1.613)/sin(x_2*(x_1+x_2)),(x_1 + 0.771770995853422)/cos(0.80180624431374*x_1 + x_2 + 1.15137462427515),709.4523315,0.9891873,2.060391188
#NAME?,(-0.00304610826248624*x_1 - 0.20347685003907)/cos(0.996519425879757*x_1**3*x_2),29.58309364,0.408041596,1.322252154
x_1/sin(x_2*(-1.131*x_1+x_2-0.136851)),x_1/cos(x_1 - 1.26192212438914*x_2*(x_1 - 0.706546155242056) + x_2 - 0.448117916776089),1265.176147,0.437730908,1.821725011
(x_1+1.263)/sin(x_2*(-0.087*x_1+x_2+0.040629)),(x_1 - 1.2598321024219)/cos(x_2 - sin(2.15455941208719*x_1 - 0.680400752822869)),5665.378906,0.634464025,3.632111311
(x_1-0.027)/sin(x_2*(x_1+x_2-1.627)),x_1/cos(x_2*(x_1 + 0.130596849893286 - (0.218425498793455 - 1.36121009461233*x_1)/x_2)),1682.57251,0.929017842,2.229246378
0.002*x_1*(-1.36*x_1+x_2),(-0.00272000079939337*x_1 + 0.00199999597837369*x_2)*(x_1 + 3.3659701583286e-7),1.63E-14,1,2.82E-06
#NAME?,(-1.88800000351487*x_1 - 3.54188828513617)*(2*x_1 + x_2 + 2.06999940030577),2.87E-10,1,2.11E-07
(x_1+1.532)*(2*x_1+x_2),(x_1 + 1.53200013565131)*(-5.25416835369561e-9*x_1*x_2 + 2*x_1 + x_2 - 1.03393428181262e-7),3.67E-11,1,1.41E-07
#NAME?,(1.78540812455675 - 1.08800010048691*x_1)*(1.99999982244895*x_1 + x_2),6.85E-11,1,1.92E-07
x_1*(2*x_1+x_2),x_1*(2*x_1 + x_2 + 0.0522687099946986) - 0.0522688727553597*x_1,3.62E-11,1,2.38E-07
(x_1+0.474)*(2*x_1+x_2+3.31),#NAME?,3.98E-11,1,8.62E-08
#NAME?,#NAME?,3.64E-11,1,4.78E-07
#NAME?,#NAME?,1.53E-11,1,2.06E-06
(x_1-1.175)*(3.706*x_1+x_2+4.195192),(x_1 - 1.17499992752135)*(3.70600002869288*x_1 + x_2 + 4.1951914928899),2.86E-10,1,1.13E-07
#NAME?,(0.203999991423319*x_1 + 0.063240002019854)*(-0.284000012921276*x_1 - x_2 - 3.24101897923696e-8),2.69E-13,1,1.52E-07
1.088*exp(sin(x_1-0.998)),1.08799998757816*exp(sin(x_1 - 0.998000016764929)),4.14E-14,1,1.15E-07
exp(sin(x_1)),exp(sin(x_1) - 1.60893841444083e-8*cos(x_1 - 0.0503210295518103)),2.28E-14,1,9.24E-08
1.702*exp(sin(x_1)),0.626130794605088*exp(1.00000003371108*sin(x_1) + 1),6.54E-14,1,7.79E-08
exp(sin(x_1)),1.00000005477726*exp(3.88147266606711e-9*x_1 + sin(x_1)),2.90E-14,1,9.65E-08
exp(-sin(1.017*x_1+0.70173)),1.00000001256664*exp(-sin(1.01699998313773*x_1 + 0.70172988419571)),7.27E-14,1,1.44E-07
#NAME?,#NAME?,6.86E-14,1,1.00E-07
exp(-0.188*sin(x_1)),exp(-0.18799999769189*sin(x_1 - 8.07830316954319e-8)),3.66E-15,1,3.68E-08
exp(sin(x_1+0.104)),exp(sin(x_1 + 0.103999992660845)),2.49E-14,1,8.82E-08
exp(sin(x_1)),exp(sin(x_1) + tan(1.73420145719979e-8*cos(x_1 + 2.08290853992125))),3.72E-14,1,9.08E-08
exp(sin(1.203*x_1)),exp(sin(1.20300000628247*x_1)),1.36E-13,1,1.52E-07
(x_1+x_2)**3/x_1**2.482-x_1,0.999999786713443*(0.999999485549046*x_1 + x_2)**3/x_1**2.48200012735627 - x_1,9.43E-08,1,1.68E-06
-x_1+18.8938701590747*x_1**2.986*(0.612745098039216*x_1+0.612745098039216*x_2+1)**5,-257041.412886648*(0.63791727696088*(1 - 0.0347107617547505*x_2)**3/x_1**0.270734890339098 + 0.00580991620344884*x_1 + 0.0290535135178088*x_2 - 1)**3,177632832,0.732016325,3597.531006
x_1**2*(x_1+x_2-0.643)**2-x_1,x_1**2*(x_1 + x_2 - 0.643000512011847)**2 - 0.999969171589728*x_1,1.37E-06,1,2.01E-06
x_1**2*(x_1+x_2)**2-x_1,1.00000007452119*x_1**2*(0.999999963117143*x_1 + x_2)**2 - 1.00000051392024*x_1,7.18E-07,1,3.15E-07
-x_1+x_1**1.177*(x_1+x_2+0.128)**2,-x_1 + x_1**1.17699991454484*(x_1 + x_2 + 0.128001241905871)**2 - 2.64324371327427e-5,2.46E-08,1,2.60E-05
-x_1+1.08311867070301*(0.905797101449275*x_1-1)**0.807*(x_1+x_2)**4,-x_1 + 104.122322747297*(x_1 + 0.291804707392148*x_2 + 0.0337130032931658)**4/(0.0135988441978624*x_1 + 1)**28.8065150917644,69136248,0.861908734,77.23468781
-x_1+(x_1-0.037)**4.415293*(x_1+x_2)**3,7368.68445562581*x_1 + 3481.20405222991*x_1**1.57084317461192*(0.0878930240217368*x_1 + 0.0692667024302587*x_2 - 1)**3,155454816,0.810096741,2650.635742
x_1**2*(x_1+0.994*x_2)**3-0.886*x_1,1434.95563977033*x_1 + 11.5072626431781*(0.00210148844396968*x_1 + 1)**2*(x_1 + x_2 + 0.274650969482733)**3,110814272,0.845378399,2182.883057
cos(cos(0.481*x_1))**2,cos(cos(0.480999995738059*x_1))**2,5.32E-15,1,7.36E-08
cos(cos(x_1))**2,cos(cos(x_1))**2,6.20E-15,1,1.08E-07
cos(cos(x_1))**2,cos(cos(1.00000000882281*x_1))**1.99999997936762,7.28E-15,1,1.06E-07
cos(cos(x_1))**2,cos(cos(x_1) + 1.57051394898407e-8)**2,6.66E-15,1,1.14E-07
cos(cos(x_1)-1.724)**(-0.43),#NAME?,0.000951329,0.996636987,0.019754034
cos(cos(x_1+0.297))**2.976,cos(cos(x_1 + 0.297000114508262))**2.97599772914845,5.54E-14,1,7.74E-07
cos(cos(x_1+0.156))**2,cos(cos(x_1 + 0.156000003830133))**2,1.04E-14,1,1.30E-07
cos(cos(x_1+1.02))**2,cos(sin(x_1 - 0.55079630351786))**2,1.48E-14,1,1.26E-07
(cos(cos(x_1))-0.738)**1.061,0.155778111425537*(sin(cos(1.99956784526317*x_1)) - 0.401168986542538)**2,1.25E-05,0.997996449,0.227805823
cos(cos(1.974*x_1+2.613576)+1.904)**2,sin((cos(1.97398467695754*x_1 - 0.524795425748864) - 0.313714727847461)**2),0.003583382,0.962049603,0.254537702
-1.395*(x_1+0.644)*(x_2**4+sin(0.77*x_1)),x_2*(x_1 + 0.299554072081395)*(-0.520733558118505*x_2**3 - 38.3203718836456*x_2),19099234,0.946810842,4.469453812
1.278*x_1*(x_2**4+sin(x_1)),x_1*x_2**4 - x_1 - tan(x_1 + 1.32698020215244),13910999,0.960924745,0.283589125
-0.321*(x_1+1.224)*(x_2**4+sin(x_1-0.783)),(-0.321000007734257*x_1 - 0.392904009853925)*(x_2**4 + sin(x_1 - 4449.27822628928)),8.20E-07,1,3.06E-05
-1.634*x_1*(x_2**4+sin(x_1+0.536)),x_1*(-x_2**4 + tan(0.199506705062178*x_1 + 0.331313502867878)),63671120,0.872813702,0.539857507
(x_1-1.225)*(x_2**4+sin(x_1)),(x_1 - 0.942127585625064)*(0.76291405383125*x_2**4 + 29.4721644772908*x_2),15755064,0.937578082,7.51504755
-1.263*x_1*(x_2**4+sin(1.045*x_1)),x_2*(-x_1*x_2 + x_1)*(-x_1 + x_2 + 68.5170118080117),35293380,0.923784018,9.617639542
-1.919*x_1*(x_2**4+sin(1.526*x_1-0.584458)),-87.794270372004*x_1*x_2**2*exp(0.00176302802534139*x_1) + x_1 + 426.859956767834,43197720,0.908447802,808.8376465
x_1*(x_2**4+sin(x_1)),x_1*(x_2 - 0.634384462323609)*(x_2**3 - tan(0.666006114396696*x_1 + 1.5070490206254)),3411492.75,0.985465944,4.908123016
0.042*x_1*(x_2**4+sin(0.657*x_1)),-0.0420000086876304*x_1*(-x_2**4 - sin(0.656983025484623*x_1 - 0.000146476499141595)),3.54E-08,1,9.78E-05
x_1*(x_2**4+sin(x_1)),(-12.0564928281369*x_2 - 5.23723794265889)*(-0.0778361117755385*x_1*x_2**3 + x_1),1410515.375,0.994072497,2.301096201
x_1/x_2+x_2+sqrt(x_1*x_2),x_1/x_2 + x_2 + (x_2*(x_1 - 6.40740994251344e-8))**0.500000008761619,2.38E-13,1,1.64E-07
x_1/x_2+x_2+sqrt(x_1*x_2),x_2 + sqrt(x_1*x_2) + (x_1 + 1.50075665950045e-7)/x_2,7.36E-13,1,9.70E-08
#NAME?,x_2 + 0.0965307030836724*((-x_1 + 574.582466517705*x_2)/x_2)**(3/2) - 1326.44162236073,2.051027536,0.998040438,0.728892386
1.23609394313968*x_1/x_2+x_2+0.417133072292284*sqrt(x_2*(x_1-0.414)),1.12215969877042*x_1/x_2 + x_2 + sqrt((x_1 + 2.82397182269073*x_2)/x_2),1.350322843,0.995001018,0.504761517
x_1/(x_2+1.331)-0.473*x_2+1.21119775429118*sqrt(-x_1*x_2),(1.13237022448717*x_1 + 1.24130818132592*sqrt(-x_1*x_2)*(x_2 + 1.16911013759547))/(x_2 + 1.33019470751589),6.516524792,0.996343136,1.27644062
x_1/x_2+x_2+1.91118704038539*(x_1*(x_2-1.949))**1.167,-x_1 + 3.20738310376196*(x_1*(0.624503770640319*x_1 + x_2))**0.907188799322614,1887.158447,0.784289062,1.122198343
#NAME?,#NAME?,2.85E-13,1,1.25E-07
x_1/(x_2+1.275)+x_2+sqrt(x_1*x_2)-0.752,x_2 + sqrt(x_1*x_2) + (x_1 - 6.67073774979263e-7)/(x_2 + 1.27499998816087) - 0.751999835846742,3.66E-12,1,3.29E-07
x_1/(x_2-0.765)+x_2+sqrt(x_2*(x_1-0.319))-1.507,0.98230890862762*x_1/(x_2 - 0.750488284586039) + x_2 + sqrt(x_1*x_2) - 1.43813586769156,0.054242775,0.998949528,0.078022577
#NAME?,#NAME?,0.008622347,0.999877453,0.058061134
1.775*x_1-0.515*x_2-sin(x_1),1.77500001184867*x_1 - 0.514999984104706*x_2 + cos(x_1 + 1.57079642252625) - 5.56917279415572e-8,3.89E-13,1,9.49E-08
x_1-x_2-sin(x_1+1.974)-0.343,x_1 - 0.999999990875719*x_2 + sin(x_1 - 1.16759279805522) - 0.342999956064681,1.90E-13,1,7.23E-08
0.13*x_1-x_2-sin(1.664*x_1),0.129999970682237*x_1 - 0.999999996541207*x_2 - sin(1.66399997713716*x_1),2.17E-13,1,4.70E-07
x_1-1.831*x_2-sin(x_1),x_1 - 1.83099991452957*x_2 - sin(x_1 - 2.40082817728017e-7) + 1.21063677230897e-7,4.48E-13,1,7.25E-08
x_1-x_2-sin(x_1),x_1 - x_2 + cos(x_1 + 1.57079631395123),1.48E-13,1,6.71E-08
x_1-x_2-sin(x_1),x_1 - x_2 - sin(x_1),1.46E-13,1,1.99E-07
x_1-x_2-sin(x_1)-1.841,x_1 - x_2 + cos(x_1 + 1.57079641384946) - 1.84100001749764,2.67E-13,1,7.75E-08
x_1-x_2-sin(x_1),x_1 - x_2 - sin(x_1),3.22E-13,1,1.90E-07
x_1-x_2-sin(x_1),x_1 - x_2 - sin(x_1),2.49E-13,1,2.21E-07
x_2*(-1.824*x_1+1/x_1)*(x_1-1.649),(1.82399996526657*x_1 - 3.00777611943281)*(-x_1*x_2 + 0.548245596785115*x_2/x_1),1.72E-09,1,1.00E-07
x_1*(1.177*x_1+1/(x_1-0.336))*(x_2-0.336),(1.19337181387812*x_1**2 - 0.128634067668114/(x_1*(x_2 + 3.93114164465723)))*(x_2 - 0.331941612251267),21.66665268,0.999778926,0.106011808
0.194481*x_1*x_2*(x_1+1/(x_1+1.724)),0.196089931102724*x_2*(x_1**2 + sin(0.100402972085755*x_1 + 2.22862659407424)),1.11499989,0.999551237,0.745447218
x_1*(x_1+1/x_1)*(x_2+0.046),x_1*(x_1*(x_2 + 0.0469874715505532) + 8.22805569232352e-5*x_2 + 0.000411498357769155) + x_2,0.000900623,1,0.00265484
x_1*(x_1+1/x_1)*(x_2+0.406),x_1*(x_1*x_2 + 0.405999942883821*x_1) + x_2 + 0.406000214814279,3.51E-10,1,9.66E-08
x_1*x_2*(x_1+1/x_1),x_1**2*(x_2 + 1.00000004811149*x_2/x_1**2),1.39E-10,1,5.48E-08
x_1*x_2*(x_1+1/x_1),#NAME?,2.28E-10,1,7.06E-08
x_1*x_2*(x_1+1/x_1),#NAME?,3.78E-10,1,9.80E-08
x_1*x_2*(x_1+1/x_1),x_1*x_2*(x_1 - 1.56880392565562e-8 + 0.999999704810131/x_1),2.94E-10,1,6.69E-08
x_1*x_2*(x_1-0.697+1/x_1),x_1*(x_2*(x_1 - 0.888699488865311) + 0.191699506538442*x_2 + 2.47413615483971e-7) + x_2,1.44E-10,1,5.66E-07
(x_1+log(x_1))**3,(x_1 + log(1.00000011434575*x_1))**3,5.21E-09,1,1.54E-07
(x_1+log(-1.473*x_1)-0.341)**5,(x_1 + log(-1.04738980077352*x_1))**5,1.57E-06,1,1.96E-07
(x_1+log(0.168*x_1))**5,-0.0017419065227722*(0.0807198891244664*x_1 - 1)**3*(2*x_1**9.2767225596921 - 33.6130049150638*log(x_1)),1463139.25,0.995879054,10.33028316
(x_1+log(x_1+0.868))**4,(x_1 + (x_1 - 1.26513215442152)/log(x_1**2) + 0.537494918020855)**4,15263.14453,0.999629438,581.4616699
(x_1+log(x_1))**5,5315.88331215226*(0.329666647570997*x_1 - 1)**2*(-0.208639302378681*x_1 + log(x_1) + 0.884206390700186)**5,4641696,0.990316927,16372.11719
(x_1+log(x_1)+0.951)**5,298.087852696251*(0.520531270410482*x_1 + 0.679336295004535*log(x_1) - sin(0.796006648459384*x_1))**3,2973026.5,0.993648469,904885.625
(x_1+log(x_1))**4,(x_1 + log(x_1))**4,2.33E-06,1,4.08E-07
(x_1+log(x_1-0.294))**4,1.00000213970963*(0.999999329578218*x_1 + log(x_1 - 0.29399996161901))**4,2.71E-06,1,7.26E-07
(x_1+log(x_1))**4,1.00000129377503*(x_1 + log(x_1))**4/(0.365173187225282*x_1 + 1)**9.37841058264134e-7,2.17E-06,1,5.92E-07
(x_1+log(0.929942-1.222*x_1)+0.295)**4,-1.74402811548415*(0.39564443107939*x_1 - 0.210777430271907*log(-x_1 + 6.86820099771349*(x_1 + 0.682223912118916)**2) + 1)**5,3.745733976,0.999991596,2489.371338
x_1+tan(x_1)**5,x_1 + (141.206036271119*x_1 + 748.370459368808)*(0.192035820744079*tan(x_1 - 0.00729296243257656) - 1)**3,85930264,0.575244188,484.2640991
x_1-tan(0.339*x_1)**5+0.247,x_1 + 23158.5568422687*(-0.0350829552309185*tan(1.00375970389912*x_1) - 1)**3 + 24194.107347109,106248912,0.453547299,8256.458984
x_1+(0.643-tan(1.723*x_1))**5.573,x_1 + 2299.91859087511*(1 - 0.144401559675513*tan(1.71836759331819*x_1 + 0.0789861696982612))**4,40184176,0.777657509,1255.300293
x_1+5.43611148976724*(0.712758374910905*tan(1.261*x_1-2.210533)+1)**5,x_1 + (-3.37282699687637*x_1 - 24.4781746812561)*tan(x_1 - 0.604127453590252)**3,221967408,0.201734722,244.4050751
x_1-tan(0.276*x_1+0.232944)**5+0.043,x_1 + 2.68346371165331*(1 - 0.719617016568363*tan(0.137520539786558*x_1 - 0.670212043582476))**3,34567200,0.591535211,23.63685989
x_1-tan(1.394*x_1)**5+0.523,x_1 + 2155.31201540284*(-0.0774158613073828*tan(tan(0.520638813707086*x_1 + 0.766649403335686)) - 1)**3,262332096,0.177547753,686.1969604
1.785*x_1+tan(x_1+1.549)**5+0.473025,-x_1 + 34178.5191178836*(0.0308140596839017*tan(x_1 - 1.57498355655578) - 1)**3 + 35660.1135912447,51904368,0.774887204,553.9933472
-0.66*x_1+tan(x_1+0.329)**5,-112.150552132939*x_1 - 149.659147511218*(0.36726483434787*tan(x_1 + 0.596730673663688) - 1)**5,220810000,0.344741344,148.6985168
x_1*x_2**2-x_2**2,x_1*x_2**2 - 1.00000010271569*x_2**2,1.22E-10,1,7.90E-08
x_1*x_2**2-x_2**2,x_2*(x_1 + 0.614674691030587)*(x_2 - 1.61467482295446*x_2/(x_1 + 0.614674691083478)),3.23E-10,1,1.00E-07
x_1*x_2**2-x_2**2,x_2*(x_1*x_2 - 0.99999991252097*x_2 - 1.12059065241746e-7),3.56E-10,1,1.22E-07
x_1*x_2**2-3.111696*(0.566893424036281*x_2+1)**2,x_2*(x_1*x_2 - 1.00000006280813*x_2) - 3.52800023723964*x_2 - 3.11169503592893,2.61E-10,1,1.83E-07
x_1*x_2**2-x_2**2,x_2*(x_1 - 1.00000002540796)*(x_2 - 1.04696222284401e-8*(0.550067589543696*x_1 - 1)**2),1.39E-10,1,7.65E-08
x_2**2*(x_1-1.816)-2.85193773115428*x_2**2,x_2**2*(x_1 - 2.39728446143003 - (-4.6157269994135e-8*x_1 + 2.27065318820561*x_2)/x_2),4.90E-10,1,1.02E-07
-1/x_2**0.418+0.422*x_2**2*(x_1+1.207),(0.503424595802353*x_1 + 0.599257895625427)*(x_2 - 0.36701744791255)*(x_2 - log(x_2) + 1.09852323706377),1.646352887,0.999827445,0.183638528
x_1*x_2**0.902-x_2**2,x_1*x_2**0.902000020731376 - x_2**2,1.40E-11,1,1.50E-07
x_1*x_2**0.312-x_2**2,x_2**0.311999970780104*(x_1 - x_2**1.6880000266097),7.46E-12,1,6.91E-08
x_1*(x_2-0.438)**2-(x_2+0.474)**2,-1.82466465103865*x_2 + (x_1 - 1.00055832242756)*(x_2 - 0.437997554940649)**2,0.00047336,1,0.006825078
0.738007380073801*(x_1+0.579038795599305*log(1.52*x_2)/x_2)/x_2,(0.765414638716209*x_1 - 0.239568148020125/x_2**(3/2))/(x_2 + 0.0190098125587941),0.033609424,0.993221402,0.155736104
0.757002271006813*(x_1-log(x_2)/x_2)/x_2,(0.382773443514623*x_1*x_2 + 0.282780829949643*x_1 + 0.818763860381907)/x_2**1.73062493021134,0.176336482,1,0.752613246
(x_1-log(x_2-1.548)/(x_2-1.288))/x_2,x_1/x_2 + 0.341557184706189/(0.944393381116554*x_2 - 1)**4.20708145401829 - 0.0600742333876451,0.000704086,0.999737918,0.112087391
(x_1-0.684931506849315*log(1.003*x_2)/x_2)/x_2,(1.00000001417869*x_1 - 0.684932257297896*log(1.00300258311264*x_2)/x_2)/x_2,3.40E-12,1,3.82E-07
#NAME?,(-2.48756195832044*x_1 + 2.4875620523716*log(x_2)/x_2)/x_2,1.87E-11,1,1.03E-07
#NAME?,(-0.548546127263184*x_1 + 0.548545610271872*log(x_2)/x_2)/(x_2 - 1.76690580611901e-7),1.78E-12,1,1.09E-06
(x_1+0.56369785794814*log(x_2+0.168)/(x_2-0.713))/x_2,(x_1 - (0.46248316105094*x_2 - 0.205396022437274)/sqrt(x_2 + 0.175251744162638) + 0.917828631716797)/x_2,0.009407666,0.999998927,0.185810179
(x_1+2.59067357512953*log(x_2+1.525)/x_2)/x_2,(x_1 + 2.60579234615253 - log(x_2 + 11.4866832122855)/(x_2 + 0.148266942504653))/x_2,922.4614868,0.718650699,1.427227497
(x_1-1.4265335235378*log(x_2)/x_2)/x_2,(1.00000023976983*x_1 - 1.42653355576966*log(x_2)/x_2)/x_2,3.78E-11,1,2.70E-07
#NAME?,#NAME?,39.91623688,0.615731835,1.439556122
#NAME?,#NAME?,46.1546669,0.648200095,6.171944141
#NAME?,#NAME?,2.14E-06,1,0.00038424
#NAME?,#NAME?,9.642803192,0.828876436,0.455209225
#NAME?,-x_1 + (0.126290286916373*x_1 - 0.151804909104053)/sin(0.771254960253886*x_1*x_2**2),40.56771851,0.680841267,1.208798528
#NAME?,#NAME?,47.06847,0.585346937,1.243785381
#NAME?,#NAME?,22.82235336,0.924399436,1.572170615
#NAME?,#NAME?,9.49E-06,1,5.04E-05
#NAME?,-x_1 - tan(0.622211943856634*(0.226832436906569*x_1 + 0.131269311253808*x_2 - 1)**2),144.1283569,0.613564134,1.0865556
#NAME?,1.84024202498146*x_1 + (x_1 + 1.73734100326878e-7)*(-0.0506529954417366*x_2 - 0.00524200724098127) - 1,2.58E-13,1,3.67E-08
#NAME?,#NAME?,1.78E-12,1,7.84E-08
1.5625e-5*x_1*x_2+x_1-1,x_1 - x_2*(-1.56249784814531e-5*x_1 - 1.45648573751566e-8) - 1,6.64E-14,1,8.61E-08
#NAME?,x_1 + 2*x_2*(-0.258890817887527*x_1 - 6.39948259381076e-9) - 1.00000002889151,7.89E-13,1,8.42E-08
#NAME?,x_1 - x_2 - (x_1 - 0.999999929853091)*(x_2 + 2.64998889285761e-8) - 0.999999832772737,4.66E-12,1,7.64E-08
x_1-x_2*(x_1+1.849)-1,x_1 - x_2*(x_1 + 0.268374277726243) - 1.58062569054777*x_2 - 0.999999866218987,4.01E-12,1,2.02E-07
#NAME?,x_1 - x_2 - (x_1 - 1.00000008937655)*(x_2 - 6.10479910210802e-8) - 1.00000009893586,3.21E-12,1,1.40E-07
#NAME?,#NAME?,1.89E-12,1,1.15E-07
x_1-x_2*(x_1+1.197)-2.015,x_1 - x_2*(x_1 + 0.341483473704095) - 0.855516514516954*x_2 - 2.01499977198972,3.70E-12,1,5.54E-08
#NAME?,#NAME?,2.88E-12,1,1.44E-07
x_1*exp(-2*x_2+2*tan(x_2)),x_1*exp(-x_2*tan(0.0858865535635779*x_2) - 1.95042586562051*x_2),292506496,0.540863395,inf
x_1*exp(-2*x_2+2*tan(x_2)),x_1*exp(-0.231990344992796*x_2 - tan(9.4146357918221e-7*x_2 - 1.42591970262062)),283728864,0.550665855,inf
x_1*exp(-2*x_2+2*tan(x_2)),x_1*exp(-2*x_2 - 4.76929758663345*(0.477718555731987*sin(0.452537664345529*x_2) + 1)**2),288018240,0.626713336,inf
x_1*exp(-2*x_2+2*tan(x_2)),0.418257114918728*x_1*exp(-x_2/cos(0.0298766716150775*x_1 - 0.407219492558013)),430941440,0.340037644,inf
(x_1+0.002)*exp(-2*x_2+2*tan(x_2)),(x_1 - 0.962861323084461)*exp(-1.21756012909865*x_2/(0.290534701618346*cos(0.647503985356511*x_2) + 1)),258100304,0.596567035,inf
x_1*exp(-0.318402*x_2+2*tan(0.63*x_2)),(x_1 + 0.365616478424357)*exp((1.2389198542354 - x_2)*sin(1.45248583151945*x_2)),27104404,0.784308672,inf
x_1*exp(-2*x_2+2*tan(x_2)),877.581665481128*x_1*(0.195372254700437*x_2 - 1)**2*exp(0.00286057200096553*x_2),333835680,0.541604996,inf
x_1*exp(-0.703298*x_2+2*tan(x_2)),x_1*exp((4.19449830664375 - x_2)*sin(1.96164494309199*x_2 - 1.37807222424521)),47368664,0.617426693,inf
x_1*exp(-2*x_2+2*tan(x_2)),x_1*exp(-1.18709146591009*x_2/(0.241869580513478*cos(0.610910357219232*x_2 + 6.229816720265) + 1)),347578656,0.485573173,inf
x_1*exp(-1.944392*x_2+2*tan(x_2)),1277.43456183796*x_1*exp(-0.208350196355784*x_2 + 0.160677138234764*tan(x_2)),193607728,0.699037075,inf
2*x_1+(x_1-0.392*x_2)/x_2,2*x_1 + (x_1 - 0.391999956445947*x_2)/x_2,2.20E-13,1,1.86E-07
2*x_1+(x_1+x_2)/x_2,2*x_1 + (x_1 + x_2)/x_2,5.96E-10,1,2.80E-08
2*x_1+(x_1+x_2)/x_2,2*x_1 + 1.38304696702884e-8*x_1/(x_2 - 0.0847592006630684) + x_1/x_2 + 0.99999999526688,3.31E-13,1,3.74E-08
2*x_1+0.43+(x_1+1.018*x_2)/x_2,2*x_1 + x_1/(x_2 - 2.90785862626287e-8) + 1.27994443469259e-8*x_1/x_2 + 1.44799985094196,3.66E-13,1,4.81E-08
6.596699823*x_1+(x_1+x_2)/x_2,6.59669967674082*x_1 + x_1/x_2 + 0.999999868204998,2.43E-12,1,3.31E-08
1.239*x_1+(x_1+x_2)/x_2,1.23900000408055*x_1 + (x_1 + 1.00000007850311*x_2)/x_2,1.99E-13,1,8.86E-08
2*x_1+(x_1+x_2)/x_2,1.99999994079721*x_1 - 1.11348557191851e-7*x_1/x_2 + (x_1 + x_2)/x_2,3.24E-13,1,3.90E-08
6.021383762*x_1+(x_1+x_2)/x_2,6.0213837634303*x_1 + (x_1 + 0.999999676021519*x_2)/x_2,5.00E-12,1,5.86E-08
1.758*x_1+(x_1+x_2)/x_2,1.75799998546881*x_1 + 1.99999993791761 + (x_1 - x_2)/x_2,3.95E-13,1,6.21E-08
19.983760079123*x_1+(x_1+x_2-0.664)/x_2,(19.983760145101*x_1*x_2 + 0.99999982361999*x_1 + 1.00000002994553*x_2 - 0.664001528600188)/x_2,9.09E-11,1,7.77E-08
0.002-tan(exp(x_1)),(-0.0379697240823264*x_1 - 0.848923139125226)*tan(exp(x_1)),0.038709447,0.99934864,0.433618456
#NAME?,#NAME?,2.729172468,0.88808924,9.934837341
#NAME?,#NAME?,9.13E-06,0.999999583,0.000727261
#NAME?,#NAME?,29.66535378,0.94997865,1.426596522
0.262*tan(exp(x_1))+0.213006,0.262006540281756*tan(exp(x_1)) + 0.212923028493727,4.21E-07,0.999999881,0.001398397
#NAME?,0.00147703426190437*tan((x_1 - 0.298070095320008)*exp(0.0196320451851013*x_1 - sin(x_1))),4.951729298,0.578959107,inf
